file_name,file_path,label,distance_category,window_idx,timestamp_unix,status,operator_label,decision_reason,ml_drone_pct,ml_drone_pct_smoothed,hf_p_drone,hf_negative,hf_positive,harmonic_score,harmonic_score_smoothed,harmonic_evidence_pct,harmonic_evidence_pct_raw,harmonic_evidence_pct_smoothed,combined_drone_evidence_pct,best_f0_hz,raw_best_f0_hz,canonical_best_f0_hz,f0_stable,f0_family_stable,confidence,rms,window_rms,padding_ratio,channel_count,channel_agreement_count,strongest_channel,suspect_threshold,alert_threshold
HELICOPTER_001.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_001.wav,helicopter,,0,1780432372.430449,suspect,background,harmonic source detected; awaiting stronger drone evidence,0.04583005979657173,0.04583005979657173,0.04583005979657173,True,False,19.69460070415893,19.69460070415893,0.6157667840264883,0.6157667840264883,0.6157667840264883,0.08531052147813241,500,500,500,False,False,0.7809613807999524,0.029106914055124087,0.029106914055124087,0.0,1,1,0,16.0,22.0
HELICOPTER_001.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_001.wav,helicopter,,1,1780432375.533427,suspect,background,harmonic source detected; awaiting stronger drone evidence,0.004368750844150782,0.004368750844150782,0.004368750844150782,True,False,17.716213179595893,18.705406941877413,0.2860355299326489,0.2860355299326489,0.4509011569795686,0.008653637982709798,500,500,500,False,False,0.6398962365614995,0.04448108319724165,0.04448108319724165,0.0,1,1,0,16.0,22.0
HELICOPTER_001.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_001.wav,helicopter,,2,1780432375.791977,suspect,background,harmonic source detected; awaiting stronger drone evidence,0.006820023525506258,0.006820023525506258,0.006820023525506258,True,False,19.056854001142135,19.056854001142135,0.5094756668570225,0.5094756668570225,0.5094756668570225,0.013459842367238472,505,505,500,True,True,0.7357912851885117,0.050979095924806594,0.050979095924806594,0.0,1,1,0,16.0,22.0
HELICOPTER_001.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_001.wav,helicopter,,3,1780432376.055153,suspect,background,harmonic source detected; awaiting stronger drone evidence,0.001812388771213591,0.001812388771213591,0.001812388771213591,True,False,17.177029158170996,18.386533590369012,0.19617152636183258,0.19617152636183258,0.3977555983948357,0.0036083269891942983,500,500,500,True,True,0.5971184723808072,0.07756172408088174,0.07756172408088174,0.0,1,1,0,16.0,22.0
HELICOPTER_001.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_001.wav,helicopter,,4,1780432376.347775,suspect,background,harmonic source detected; awaiting stronger drone evidence,0.0018960976740345359,0.0018960976740345359,0.0018960976740345359,True,False,17.607148898991134,17.716213179595893,0.26785814983185574,0.26785814983185574,0.2860355299326489,0.003767209763649186,500,500,500,True,True,0.6310997730525368,0.0924741442439406,0.0924741442439406,0.0,1,1,0,16.0,22.0
HELICOPTER_002.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_002.wav,helicopter,,0,1780432376.614357,suspect,background,harmonic source detected; awaiting stronger drone evidence,0.281327486038208,0.281327486038208,0.281327486038208,False,False,17.072470359123475,17.072470359123475,0.1787450598539125,0.1787450598539125,0.1787450598539125,0.2185993903776481,505,505,505,False,False,0.6306318502297323,0.09972968089038052,0.09972968089038052,0.0,1,1,0,16.0,22.0
HELICOPTER_002.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_002.wav,helicopter,,1,1780432376.880557,suspect,background,harmonic source detected; awaiting stronger drone evidence,0.031945034861564636,0.031945034861564636,0.031945034861564636,True,False,16.90021332173393,16.9863418404287,0.15003555362232154,0.15003555362232154,0.16439030673811703,0.05349446808334506,505,505,505,False,False,0.5792516547058474,0.10326996338299073,0.10326996338299073,0.0,1,1,0,16.0,22.0
HELICOPTER_002.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_002.wav,helicopter,,2,1780432377.14207,suspect,background,harmonic source detected; awaiting stronger drone evidence,0.012896782718598843,0.012896782718598843,0.012896782718598843,True,False,17.267994925541988,17.072470359123475,0.2113324875903313,0.2113324875903313,0.1787450598539125,0.024057628952008775,505,505,505,True,False,0.6060552962315262,0.09220485122703351,0.09220485122703351,0.0,1,1,0,16.0,22.0
HELICOPTER_002.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_002.wav,helicopter,,3,1780432377.411051,suspect,background,harmonic source detected; awaiting stronger drone evidence,0.0027747154235839844,0.0027747154235839844,0.0027747154235839844,True,False,17.136851137536386,17.10466074832993,0.18947518958939766,0.18947518958939766,0.18411012472165508,0.005467008119032836,500,500,505,True,False,0.5940361295454775,0.09170290871976282,0.09170290871976282,0.0,1,1,0,16.0,22.0
HELICOPTER_002.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_002.wav,helicopter,,4,1780432377.6903849,suspect,background,harmonic source detected; awaiting stronger drone evidence,0.009895279072225094,0.009895279072225094,0.009895279072225094,True,False,17.908919586383675,17.136851137536386,0.31815326439727915,0.31815326439727915,0.18947518958939766,0.018808206518576467,500,500,505,True,False,0.6554023617134553,0.09327697421174982,0.09327697421174982,0.0,1,1,0,16.0,22.0
HELICOPTER_003.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_003.wav,helicopter,,0,1780432377.95963,suspect,background,harmonic source detected; awaiting stronger drone evidence,0.32952526211738586,0.32952526211738586,0.32952526211738586,False,False,16.645575702118396,16.645575702118396,0.10759595035306606,0.10759595035306606,0.10759595035306606,0.16222275021203603,540,540,540,False,False,0.6030201169881755,0.031483457997530585,0.031483457997530585,0.0,1,1,0,16.0,22.0
HELICOPTER_003.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_003.wav,helicopter,,1,1780432378.225947,suspect,background,background or insufficient evidence,0.4177391529083252,0.4177391529083252,0.4177391529083252,False,False,15.317397375663182,15.981486538890788,0.0,0.0,0.05379797517653303,0.09532005680941955,550,550,540,False,False,0.4433605977736949,0.04180594282953319,0.04180594282953319,0.0,1,0,0,16.0,22.0
HELICOPTER_003.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_003.wav,helicopter,,2,1780432378.489753,suspect,background,harmonic source detected; awaiting stronger drone evidence,0.06245331093668938,0.06245331093668938,0.06245331093668938,True,False,17.83914058418325,16.645575702118396,0.3065234306972086,0.3065234306972086,0.10759595035306606,0.07903220250251332,505,505,540,False,False,0.6580035153114812,0.06246445480972287,0.06246445480972287,0.0,1,1,0,16.0,22.0
HELICOPTER_003.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_003.wav,helicopter,,3,1780432378.7767732,suspect,background,harmonic source detected; awaiting stronger drone evidence,0.005670711863785982,0.005670711863785982,0.005670711863785982,True,False,17.16004322652798,16.902809464323187,0.1933405377546631,0.1933405377546631,0.15046824405386458,0.010929451743015881,500,500,540,True,False,0.5963340879119664,0.0777129674637819,0.0777129674637819,0.0,1,1,0,16.0,22.0
HELICOPTER_003.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_003.wav,helicopter,,4,1780432379.056005,suspect,background,harmonic source detected; awaiting stronger drone evidence,0.004341741092503071,0.004341741092503071,0.004341741092503071,True,False,17.291079528071457,17.16004322652798,0.21517992134524278,0.21517992134524278,0.1933405377546631,0.00849272191873193,595,595,540,True,False,0.6066108534330144,0.07559208791930626,0.07559208791930626,0.0,1,1,0,16.0,22.0
HELICOPTER_004.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_004.wav,helicopter,,0,1780432379.322505,suspect,background,harmonic source detected; awaiting stronger drone evidence,0.04645648971199989,0.04645648971199989,0.04645648971199989,True,False,20.319604431648422,20.319604431648422,0.7199340719414037,0.7199340719414037,0.7199340719414037,0.08728073606214785,500,500,500,False,False,0.8154027053898476,0.10315217848031116,0.10315217848031116,0.0,1,1,0,16.0,22.0
HELICOPTER_004.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_004.wav,helicopter,,1,1780432379.586345,suspect,background,harmonic source detected; awaiting stronger drone evidence,0.016508515924215317,0.016508515924215317,0.016508515924215317,True,False,19.19618394159192,19.75789418662017,0.5326973235986531,0.5326973235986531,0.6263156977700284,0.0321690638449054,500,500,500,False,False,0.7461963963340889,0.09380088434918404,0.09380088434918404,0.0,1,1,0,16.0,22.0
HELICOPTER_004.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_004.wav,helicopter,,2,1780432379.8472419,suspect,background,harmonic source detected; awaiting stronger drone evidence,0.007031374145299196,0.007031374145299196,0.007031374145299196,True,False,19.63295778675101,19.63295778675101,0.6054929644585018,0.6054929644585018,0.6054929644585018,0.013901294549409372,510,510,500,True,True,0.7715280574389735,0.09613078075772412,0.09613078075772412,0.0,1,1,0,16.0,22.0
HELICOPTER_004.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_004.wav,helicopter,,3,1780432380.1180422,suspect,background,harmonic source detected; awaiting stronger drone evidence,0.0075554498471319675,0.0075554498471319675,0.0075554498471319675,True,False,19.41897460619932,19.525966196475167,0.56982910103322,0.56982910103322,0.5876610327458609,0.014919062661542188,535,535,500,True,True,0.7587501964418306,0.12128138391984343,0.12128138391984343,0.0,1,1,0,16.0,22.0
HELICOPTER_004.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_004.wav,helicopter,,4,1780432380.398219,suspect,non_drone_harmonic,"harmonic source detected, but ML strongly rejects drone",0.010589067824184895,0.010589067824184895,0.010589067824184895,True,False,20.81827760389233,19.63295778675101,0.8030462673153883,0.8030462673153883,0.6054929644585018,0.020814097229595232,525,525,500,True,True,0.8344565394293847,0.0896272454295782,0.0896272454295782,0.0,1,1,0,16.0,22.0
HELICOPTER_005.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_005.wav,helicopter,,0,1780432380.666469,suspect,non_drone_harmonic,"harmonic source detected, but ML strongly rejects drone",0.07182977348566055,0.07182977348566055,0.07182977348566055,True,False,20.832649902645063,20.832649902645063,0.8054416504408438,0.8054416504408438,0.8054416504408438,0.13189675117823907,530,530,530,False,False,0.8443084510435377,0.10231551568642641,0.10231551568642641,0.0,1,1,0,16.0,22.0
HELICOPTER_005.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_005.wav,helicopter,,1,1780432380.931037,suspect,non_drone_harmonic,"harmonic source detected, but ML strongly rejects drone",0.004485543351620436,0.004485543351620436,0.004485543351620436,True,False,20.868789105067492,20.850719503856276,0.811464850844582,0.811464850844582,0.8084532506427129,0.008921576063335455,525,525,530,False,False,0.8358716067748054,0.10124894273638052,0.10124894273638052,0.0,1,1,0,16.0,22.0
HELICOPTER_005.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_005.wav,helicopter,,2,1780432381.199732,suspect,non_drone_harmonic,"harmonic source detected, but ML strongly rejects drone",0.005462508648633957,0.005462508648633957,0.005462508648633957,True,False,20.649928176908006,20.832649902645063,0.7749880294846676,0.7749880294846676,0.8054416504408438,0.010851409519809549,510,510,530,True,True,0.8257296502777569,0.06814986443806342,0.06814986443806342,0.0,1,1,0,16.0,22.0
HELICOPTER_005.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_005.wav,helicopter,,3,1780432381.4748318,suspect,non_drone_harmonic,"harmonic source detected, but ML strongly rejects drone",0.02623532898724079,0.02623532898724079,0.02623532898724079,True,False,18.215024031043104,20.741289039776532,0.3691706718405173,0.3691706718405173,0.7902148399627558,0.050784534545243405,550,550,530,True,True,0.680568346689093,0.07735716965164992,0.07735716965164992,0.0,1,1,0,16.0,22.0
HELICOPTER_005.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_005.wav,helicopter,,4,1780432381.755688,suspect,non_drone_harmonic,"harmonic source detected, but ML strongly rejects drone",0.03729749470949173,0.03729749470949173,0.03729749470949173,True,False,20.430940781071204,20.649928176908006,0.7384901301785339,0.7384901301785339,0.7749880294846676,0.07116974384943674,525,525,530,True,True,0.8197106577429205,0.07810097593706275,0.07810097593706275,0.0,1,1,0,16.0,22.0
HELICOPTER_006.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_006.wav,helicopter,,0,1780432382.022851,suspect,background,harmonic source detected; awaiting stronger drone evidence,0.008708391338586807,0.008708391338586807,0.008708391338586807,True,False,18.841587080538226,18.841587080538226,0.4735978467563709,0.4735978467563709,0.4735978467563709,0.017102274487759382,555,555,555,False,False,0.7218571184860865,0.01085812855220003,0.01085812855220003,0.0,1,1,0,16.0,22.0
HELICOPTER_006.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_006.wav,helicopter,,1,1780432382.288882,suspect,background,harmonic source detected; awaiting stronger drone evidence,0.03002452664077282,0.03002452664077282,0.03002452664077282,True,False,19.288932177393395,19.065259628965812,0.5481553628988992,0.5481553628988992,0.5108766048276351,0.05671572485822523,500,500,555,False,False,0.7540718876998356,0.011094785996950083,0.011094785996950083,0.0,1,1,0,16.0,22.0
HELICOPTER_006.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_006.wav,helicopter,,2,1780432382.5551,suspect,background,harmonic source detected; awaiting stronger drone evidence,0.047877050936222076,0.047877050936222076,0.047877050936222076,True,False,17.983394693818163,18.841587080538226,0.3305657823030271,0.3305657823030271,0.4735978467563709,0.08696267011675518,500,500,555,True,True,0.6666960905569022,0.012459944965460415,0.012459944965460415,0.0,1,1,0,16.0,22.0
HELICOPTER_006.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_006.wav,helicopter,,3,1780432382.843991,suspect,background,harmonic source detected; awaiting stronger drone evidence,0.004231702070683241,0.004231702070683241,0.004231702070683241,True,False,16.022986181511026,18.412490887178194,0.0038310302518376935,0.0038310302518376935,0.402081814529699,0.008375238282725937,535,535,555,True,True,0.5025502610653702,0.015727817798817125,0.015727817798817125,0.0,1,1,0,16.0,22.0
HELICOPTER_006.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_006.wav,helicopter,,4,1780432383.1237912,suspect,background,harmonic source detected; awaiting stronger drone evidence,0.0027000370901077986,0.0027000370901077986,0.0027000370901077986,True,False,16.734740564512965,17.983394693818163,0.12245676075216079,0.12245676075216079,0.3305657823030271,0.005356308045091027,525,525,555,True,True,0.561329157363293,0.03147255909011876,0.03147255909011876,0.0,1,1,0,16.0,22.0
HELICOPTER_007.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_007.wav,helicopter,,0,1780432383.394762,suspect,non_drone_harmonic,"harmonic source detected, but ML strongly rejects drone",0.08668641000986099,0.08668641000986099,0.08668641000986099,True,False,21.880540072131115,21.880540072131115,0.9800900120218525,0.9800900120218525,0.9800900120218525,0.15928436968020154,505,505,505,False,False,0.8895553953461673,0.00671698865553963,0.00671698865553963,0.0,1,1,0,16.0,22.0
HELICOPTER_007.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_007.wav,helicopter,,1,1780432383.65761,suspect,non_drone_harmonic,"harmonic source detected, but ML strongly rejects drone",0.016481783241033554,0.016481783241033554,0.016481783241033554,True,False,22.606901016252245,22.24372054419168,1.0,1.0,0.9900450060109263,0.032423758910952644,505,505,505,False,False,0.902928159435182,0.013776795082837204,0.013776795082837204,0.0,1,1,0,16.0,22.0
HELICOPTER_007.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_007.wav,helicopter,,2,1780432383.922942,suspect,non_drone_harmonic,"harmonic source detected, but ML strongly rejects drone",0.0027139862067997456,0.0027139862067997456,0.0027139862067997456,True,False,21.97559590462615,21.97559590462615,0.995932650771025,0.995932650771025,0.995932650771025,0.005413215586778762,545,545,505,True,True,0.8803474355777565,0.02012455594109673,0.02012455594109673,0.0,1,1,0,16.0,22.0
HELICOPTER_007.wav,data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_007.wav,helicopter,,3,1780432384.2159722,suspect,non_drone_harmonic,"harmonic source detected, but ML strongly rejects drone",0.003597116330638528,0.003597116330638528,0.003597116330638528,True,False,19.290075288464358,21.928067988378633,0.5483458814107264,0.5483458814107264,0.9880113313964387,0.007168127942242471,500,500,505,True,True,0.7501792959864194,0.026650185575251006,0.026650185575251006,0.0,1,1,0,16.0,22.0
