file_path,label,distance_category,status,confidence,hf_p_drone,hf_label,harmonic_score,best_f0_hz,f0_stable
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_001.wav,helicopter,,suspect,0.6399095468426631,0.04369764029979706,not_drone,17.639909745300027,500,False
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_001.wav,helicopter,,suspect,0.6729671634789918,0.0028278438840061426,not_drone,18.1591277251219,505,False
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_001.wav,helicopter,,suspect,0.737091316690196,0.005136054940521717,not_drone,19.080799717515227,500,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_001.wav,helicopter,,suspect,0.5223422271917088,0.002038688864558935,not_drone,16.264608501765643,535,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_001.wav,helicopter,,suspect,0.6543795676483852,0.0032355107832700014,not_drone,17.908603711916594,540,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_001.wav,helicopter,,suspect,0.6828663260936372,0.004937144462019205,not_drone,18.290674543282382,525,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_001.wav,helicopter,,suspect,0.5579951379263093,0.0022856807336211205,not_drone,16.694918103910723,505,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_001.wav,helicopter,,suspect,0.643320472299628,0.0007772160461172462,not_drone,17.767891801253434,500,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_001.wav,helicopter,,suspect,0.5481903041942129,0.0011325242230668664,not_drone,16.57802670897105,520,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_001.wav,helicopter,,suspect,0.6243821114227185,0.0012938330182805657,not_drone,17.522088226501566,515,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_002.wav,helicopter,,suspect,0.6737308343013505,0.8154163360595703,drone,16.619209593308327,505,False
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_002.wav,helicopter,,suspect,0.548943756435792,0.006132251583039761,not_drone,16.578069016892144,515,False
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_002.wav,helicopter,,suspect,0.5342647151263934,0.09512771666049957,not_drone,16.24007472913719,500,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_002.wav,helicopter,,suspect,0.5349103990610864,0.0048553477972745895,not_drone,16.410825983051964,515,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_002.wav,helicopter,,suspect,0.5838365964244802,0.009781492874026299,not_drone,16.997522594354823,500,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_002.wav,helicopter,,suspect,0.5637633275350044,0.0031745987944304943,not_drone,16.763540795229297,570,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_002.wav,helicopter,,suspect,0.547019564740128,0.0028664469718933105,not_drone,16.560701685056074,545,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_002.wav,helicopter,,suspect,0.48442976518180164,0.004410065710544586,not_drone,15.813096751393267,505,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_002.wav,helicopter,,suspect,0.5975445708515015,0.009631705470383167,not_drone,17.167721042200945,505,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_002.wav,helicopter,,suspect,0.5485506656153784,0.003702993504703045,not_drone,16.577721386549538,500,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_003.wav,helicopter,,suspect,0.6174331468223674,0.05697392672300339,not_drone,17.32790926717197,500,False
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_003.wav,helicopter,,suspect,0.599641408580662,0.1500706970691681,not_drone,16.9330181070877,505,False
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_003.wav,helicopter,,suspect,0.49766617857346185,0.21405866742134094,not_drone,15.971993939492043,595,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_003.wav,helicopter,,suspect,0.4869456907995722,0.15968871116638184,not_drone,15.84331268063053,610,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_003.wav,helicopter,,suspect,0.3957645816084219,0.07148236036300659,not_drone,14.730566968125872,565,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_003.wav,helicopter,,suspect,0.469670702094945,0.008928718976676464,not_drone,15.635601054682544,500,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_003.wav,helicopter,,suspect,0.6765484824156333,0.005367156118154526,not_drone,18.202834844782405,545,False
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_003.wav,helicopter,,suspect,0.6551354168888464,0.0013404276687651873,not_drone,17.92240097481516,500,False
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_003.wav,helicopter,,suspect,0.5603356298004548,0.0021724735852330923,not_drone,16.72360498683696,565,False
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_003.wav,helicopter,,suspect,0.5501846303920679,0.00194550771266222,not_drone,16.6007127718997,505,False
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_004.wav,helicopter,,suspect,0.6833677160414258,0.04383506253361702,not_drone,18.217209990167923,500,False
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_004.wav,helicopter,,suspect,0.7474617116537333,0.007239806465804577,not_drone,19.238125808469132,515,False
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_004.wav,helicopter,,suspect,0.7203593163727392,0.010504534468054771,not_drone,18.81530811469489,525,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_004.wav,helicopter,,suspect,0.6136122855315536,0.014479294419288635,not_drone,17.36011264060837,510,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_004.wav,helicopter,,suspect,0.7576202575938248,0.0047100200317800045,not_drone,19.407499049977215,500,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_004.wav,helicopter,,suspect,0.7243655950710585,0.00537043297663331,not_drone,18.886569472651914,500,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_004.wav,helicopter,,suspect,0.7317330707951047,0.004418930038809776,not_drone,19.000177804347874,505,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_004.wav,helicopter,,suspect,0.669854406149333,0.009667855687439442,not_drone,18.102929345371226,500,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_004.wav,helicopter,,suspect,0.7431631608287166,0.008335388265550137,not_drone,19.167803435136182,520,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_004.wav,helicopter,,suspect,0.7324989671931759,0.007850713096559048,not_drone,19.004010888013546,525,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_005.wav,helicopter,,suspect,0.7605592168525,0.10378365963697433,not_drone,19.216230444400605,510,False
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_005.wav,helicopter,,suspect,0.7199719111817553,0.004127779044210911,not_drone,18.823759835809895,530,False
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_005.wav,helicopter,,suspect,0.7343258963859871,0.006435120012611151,not_drone,19.035221479566147,510,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_005.wav,helicopter,,suspect,0.8277893722679606,0.008112145587801933,not_drone,20.684585019655827,515,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_005.wav,helicopter,,suspect,0.7498618025029108,0.005075830966234207,not_drone,19.28146092711489,510,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_005.wav,helicopter,,suspect,0.6658032173486993,0.007024146616458893,not_drone,18.053598076765187,515,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_005.wav,helicopter,,suspect,0.6346866796358852,0.02428998053073883,not_drone,17.610084052053676,520,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_005.wav,helicopter,,suspect,0.6911160962645955,0.01501427497714758,not_drone,18.384440615537986,545,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_005.wav,helicopter,,suspect,0.7450870539026705,0.05176853761076927,not_drone,19.096283754955124,510,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_005.wav,helicopter,,suspect,0.6624087103726112,0.008362415246665478,not_drone,18.00532785975954,530,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_006.wav,helicopter,,suspect,0.742157840391275,0.012810427695512772,not_drone,19.141590893071893,555,False
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_006.wav,helicopter,,suspect,0.6486238357103197,0.002037180121988058,not_drone,17.834965279412227,505,False
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_006.wav,helicopter,,suspect,0.582022151787081,0.006480245850980282,not_drone,16.981257107952676,510,True
data/datasets/svanstrom_drone_detection/Data/Audio/HELICOPTER_006.wav,helicopter,,suspect,0.7081678498035224,0.26363247632980347,not_drone,18.105890727667607,505,True
