file_path,label,distance_category,status,confidence,hf_p_drone,hf_label,harmonic_score,best_f0_hz,f0_stable
data/datasets/svanstrom_drone_detection/Data/Audio/BACKGROUND_001.wav,background,,suspect,0.8096160946369811,0.0006448550266213715,not_drone,20.34067050435486,1845,False
data/datasets/svanstrom_drone_detection/Data/Audio/BACKGROUND_001.wav,background,,suspect,0.7413450764100419,0.002213680185377598,not_drone,19.15372128598231,1845,False
data/datasets/svanstrom_drone_detection/Data/Audio/BACKGROUND_001.wav,background,,suspect,0.6541965263413427,0.0015498880529776216,not_drone,17.909529036368085,530,False
data/datasets/svanstrom_drone_detection/Data/Audio/BACKGROUND_001.wav,background,,suspect,0.8108271537723283,0.0018437261460348964,not_drone,20.36077529768015,525,False
data/datasets/svanstrom_drone_detection/Data/Audio/BACKGROUND_001.wav,background,,suspect,0.8042112449991796,0.0021628395188599825,not_drone,20.23229962205328,525,False
data/datasets/svanstrom_drone_detection/Data/Audio/BACKGROUND_001.wav,background,,suspect,0.8090764987017234,0.00414802972227335,not_drone,20.319993080109455,525,False
data/datasets/svanstrom_drone_detection/Data/Audio/BACKGROUND_001.wav,background,,suspect,0.6938991826411456,0.0007957963389344513,not_drone,18.453550690533806,510,True
data/datasets/svanstrom_drone_detection/Data/Audio/BACKGROUND_001.wav,background,,suspect,0.22596457939530765,0.0004013771831523627,not_drone,12.306281869155942,500,True
data/datasets/svanstrom_drone_detection/Data/Audio/BACKGROUND_001.wav,background,,suspect,0.5990229257808154,0.05694806948304176,not_drone,17.097858944862956,580,True
data/datasets/svanstrom_drone_detection/Data/Audio/BACKGROUND_001.wav,background,,suspect,0.7041612521437652,0.19415703415870667,not_drone,18.193178055935377,565,True
data/datasets/svanstrom_drone_detection/Data/Audio/BACKGROUND_001.wav,background,,suspect,0.004804752887159518,0.0008132318616844714,not_drone,0.0,,True
data/datasets/svanstrom_drone_detection/Data/Audio/BACKGROUND_002.wav,background,,suspect,0.2853068765216111,0.3209554851055145,not_drone,13.24513632422128,605,True
data/datasets/svanstrom_drone_detection/Data/Audio/BACKGROUND_002.wav,background,,suspect,0.36961601103204617,0.05230608955025673,not_drone,14.39840655613226,560,False
data/datasets/svanstrom_drone_detection/Data/Audio/BACKGROUND_002.wav,background,,suspect,0.2979007862796655,0.22330299019813538,not_drone,13.428057324994679,595,False
data/datasets/svanstrom_drone_detection/Data/Audio/BACKGROUND_002.wav,background,,suspect,0.10694440101742422,0.054465051740407944,not_drone,9.632980728753065,660,False
data/datasets/svanstrom_drone_detection/Data/Audio/BACKGROUND_002.wav,background,,suspect,0.2651192512641616,0.48915722966194153,not_drone,12.941414470310017,515,False
data/datasets/svanstrom_drone_detection/Data/Audio/BACKGROUND_002.wav,background,,suspect,0.23517044050652716,0.31750622391700745,not_drone,12.461972557156578,620,False
data/datasets/svanstrom_drone_detection/Data/Audio/BACKGROUND_002.wav,background,,background,0.3046354116480857,0.12547868490219116,not_drone,13.524038183085043,570,False
data/datasets/svanstrom_drone_detection/Data/Audio/BACKGROUND_002.wav,background,,background,0.3131846741971338,0.7188730239868164,drone,13.644182759164847,670,False
data/datasets/svanstrom_drone_detection/Data/Audio/BACKGROUND_002.wav,background,,background,0.30486837139488,0.12726688385009766,not_drone,13.527336678847009,600,False
data/datasets/svanstrom_drone_detection/Data/Audio/BACKGROUND_002.wav,background,,background,0.22126851840600376,0.6967573761940002,drone,12.225132067693947,840,False
data/datasets/svanstrom_drone_detection/Data/Audio/BACKGROUND_002.wav,background,,background,0.004804752887159518,0.0008132318616844714,not_drone,0.0,,False
